h3_index,latitude,longitude,location
89601451483ffff,12.866424409090909,77.53476741363636,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)"
89601451497ffff,12.8644912,77.5331024,"Konanakunte Main Road, Spring Woods Apartment, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)"
8960145149bffff,12.86838145,77.53616475,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)"
896014514c3ffff,12.8741824,77.53871236666667,"6th Cross Road, Sri Balaji HBCS Layout, Raghuvanahalli, Bengaluru, Karnataka. Pin-560109 (India)"
896014514d3ffff,12.871971851724139,77.53912318965517,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)"
896014514d7ffff,12.870381294285714,77.53772568571429,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)"
896014514dbffff,12.874269247619049,77.54095384047619,"Konanakunte Main Road, Hosahalli South Taluka, Bengaluru, Karnataka. Pin-560109 (India)"
89601451613ffff,12.8931845,77.537668,"3rd Main Road, Pride Spring Field Apartment, Subramanyapura, Bengaluru, Karnataka. Pin-560061 (India)"
8960145164bffff,12.907095107384132,77.54005659757028,"48th Cross Road, DS Max Savera, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)"
8960145164fffff,12.906572277939109,77.53498177,"30th Cross Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
8960145165bffff,12.905907185446605,77.54237563727611,"Dr Vishnuvardhan Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)"
89601451663ffff,12.9048421,77.5299793,"Dr Vishnuvardhan Main Road, Banashankari Stage 5, Bengaluru, Karnataka. Pin-560061 (India)"
8960145166bffff,12.907096614408124,77.53212372,"Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
8960145167bffff,12.905993697226842,77.53293782287084,"Dr Vishnuvardhan Main Road, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)"
89601451697ffff,12.8865023,77.5380934,"80 Feet Road, Sahara Layout, Lingadheeranahalli Andhrahalli, Bengaluru, Karnataka. Pin-560061 (India)"
896014516cbffff,12.9009745,77.5441708,"Subramanyapura Main Road, Muniswamy Naidu Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)"
89601451847ffff,12.8963282,77.4548149,"Challagatta Main Road, Chalaghatta, Bengaluru, Karnataka. Pin-560074 (India)"
8960145187bffff,12.896729933333333,77.45337496666667,"Challagatta Main Road, Chalaghatta, Bengaluru, Karnataka. Pin-560074 (India)"
89601451aa7ffff,12.9035725,77.4498397,"Challagatta Main Road, Sector N, Block 5, Nada Prabhu Kempegowda Layout, Bengaluru, Karnataka. Pin-560060 (India)"
89601451d6bffff,12.878552925000001,77.4453608,"Kumbalgodu Flyover, Serenade Layout, Kumbalagodu, Bengaluru, Karnataka. Pin-560074 (India)"
89601451e2bffff,12.9013385,77.46745385,"Mysore Road, Vaishnavi Layout, Venkatapura South Taluka, Bengaluru, Karnataka. Pin-560060 (India)"
89601451e2fffff,12.898531,77.4646747,"Bangalore Mysore Expressway, Eternity Aspire, Kommaghatta Krishnasagara, Bengaluru, Karnataka. Pin-560060 (India)"
89601451e7bffff,12.905856366666667,77.47566493333333,"Doddabele Road, Suvrith Sadan, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
89601453343ffff,12.8601758,77.52886505000001,"Konanakunte Main Road, SV Luxuria, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)"
8960145334bffff,12.861985944444445,77.53002946666668,"Konanakunte Main Road, SS Vrudhi, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)"
89601453357ffff,12.8568032,77.5299883,Unknown
8960145364bffff,12.8559873,77.5686612,"80 Feet Road, Eden Blossoms Apartments, Block 10 Anjanapura Further Extension, Anjanapura Township, Bengaluru, Karnataka. Pin-560108 (India)"
89601458033ffff,12.992606825,77.507806175,"Pipeline Road, Mukthrayaswamy Layout, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
89601458037ffff,12.990233316393443,77.50482237540984,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
89601458053ffff,12.9976792,77.52194915000001,"12th A Cross Road, Prem Nagar, Kamala Nagar, Bengaluru, Karnataka. Pin-560058 (India)"
89601458083ffff,12.986999345202408,77.51928640629518,"Dr Rajkumar Puniya Bhoomi Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)"
8960145808bffff,12.98806905,77.52037936250001,"Dr Rajkumar Puniya Bhoomi Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)"
8960145808fffff,12.9884109,77.5161497,"Magadi Main Road, Doddaiah Garden, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)"
89601458093ffff,12.9830969,77.5201335,"1st Main Road, Sattva Anugraha, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
8960145809bffff,12.987143314285715,77.52059471785715,"Magadi Main Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)"
896014580afffff,12.989148937755102,77.50788111020408,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
896014580b7ffff,12.981962,77.5110253,"Kengeri Main Road, Block 2, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)"
896014580c7ffff,12.99164858181818,77.52097507272728,"Dr Rajkumar Puniya Bhoomi Road, Sannaki Bayalu, Vrushabhavathi Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
896014580cbffff,12.998145514285714,77.52361222857144,"Laggere Service Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
896014580cfffff,12.9973578,77.5211732,"Pipeline Road, Prem Nagar, Kamala Nagar, Bengaluru, Karnataka. Pin-560058 (India)"
89601458103ffff,12.98756536,77.49317058,"Magadi Main Road, Herohalli Cross, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)"
8960145810bffff,12.988058266666668,77.49444949999999,"Magadi Main Road, Ramaiah Industrial Estate, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)"
8960145810fffff,12.9868368,77.4912802,"Magadi Main Road, Herohalli Cross, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)"
89601458123ffff,12.9855888,77.4859179875,"50 Feet Road, Apanapa Layout, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458127ffff,12.985189114285715,77.48115752857143,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458133ffff,12.9858415,77.4871763,"Magadi Main Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)"
8960145813bffff,12.986051631818183,77.48794810909091,"Magadi Main Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458153ffff,12.9906409,77.501504,"Pipeline Road, Hoysala Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
8960145816bffff,12.997151449999999,77.48971706666667,"3rd Main Road, Sri Akadantha Nagar, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458177ffff,12.9912371,77.4875785,"2nd Cross Road, Herohalli North, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)"
896014581a7ffff,12.9772621,77.4878248,"Muddayanapalya Road, Kuvempu Layout, Sir M Vishweshwaraiah Nagar, Bengaluru, Karnataka. Pin-560091 (India)"
896014581b7ffff,12.976094699999999,77.48817813333334,"Dr Siddalingaiah Road, Block 8, Sir M Vishweshwaraiah Nagar, Bengaluru, Karnataka. Pin-560091 (India)"
896014581cbffff,12.990034168971919,77.50302626719298,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
896014581cfffff,12.989283591440241,77.50054874062089,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
8960145820bffff,13.0205409,77.5212531,"10th Main Road, Dr Vishnuvardhan Circle, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
89601458243ffff,13.0224075,77.5238951,"100 Feet Road, Kempamma Badavane, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
8960145824fffff,13.02553796031746,77.5204541920635,"Rajgopal Nagar Main Road, SBM Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
89601458267ffff,13.0233206,77.512549,"8th Cross Road, Chakkasandra, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
8960145826bffff,13.0274283,77.51620794166666,"TVS Cross Road, Industrial Area Phase 3, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
8960145827bffff,13.024851616666666,77.51982385000001,"Rajgopal Nagar Main Road, SBM Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
89601458293ffff,13.007130044052863,77.52672788458149,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
8960145829bffff,13.008815245054945,77.52677206813188,"50 Feet Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
896014582c3ffff,13.01535745,77.5289142,"6th Cross Road, Karnataka Slum Development Board Bangalore, Lakshmidevi Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
896014582c7ffff,13.0155316,77.5235756,"3rd Cross Road, Vidhana Soudha Layout Circle, Bengaluru, Karnataka. Pin-560058 (India)"
896014582cbffff,13.020702325,77.5286533,"7th Cross Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)"
896014582d3ffff,13.01479136779661,77.53019588983051,"3rd Cross Road, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
896014582dbffff,13.017430917449664,77.53151173713647,"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
89601458353ffff,13.012399,77.504907,"3rd Main Road, Industrial Area Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
89601458367ffff,13.014127835,77.49169405,"Thigalarapalya Main Road, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
89601458377ffff,13.014156523809524,77.49303317142858,"Thigalarapalya Main Road, Ramegowda Layout, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
8960145838bffff,13.003522199999999,77.50420205,"Hegganahalli Main Road, Muneshwara Layout, Sanjeevani Nagar, Bengaluru, Karnataka. Pin-560091 (India)"
896014583c3ffff,13.009896726923076,77.50619783846153,"Handrihalli Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
896014583cbffff,13.011018562162162,77.50669564324323,"Rajgopal Nagar Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
896014583cfffff,13.01191738888889,77.50527573333333,"3rd Main Road, Industrial Area Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
89601458407ffff,12.9763292,77.5291605,"Kranthiveera Sangollirayanna Main Road, Sapthagiri, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)"
8960145840bffff,12.98212948153338,77.53202529371562,"G Narayana Kumar Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
89601458413ffff,12.975833411111111,77.5334052888889,"Nagarabhavi Main Road, Gangadhara Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
89601458417ffff,12.975865457142856,77.53120236309525,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)"
8960145841bffff,12.980921382402213,77.53512367780903,"G Narayana Kumar Road, Selvam Industrial Estate, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)"
8960145842fffff,12.9815561,77.5200529,"Unnamed Road, Sattva Anugraha, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
89601458433ffff,12.976313893333332,77.52534214,"Shree Nivasa Nagara Kempu Gouda Road, Shrishylanagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
89601458443ffff,12.986300766073043,77.53722477917766,"80 Feet Road, Papajan Garden, KHB Colony Stage 2, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
8960145844bffff,12.988813660811076,77.53758424409979,"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
89601458453ffff,12.98463052364956,77.53708053864756,"80 Feet Road, Papajan Garden, KHB Colony Stage 2, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
89601458457ffff,12.98172672477932,77.53411630241344,"1st Main Road, Selvam Industrial Estate, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)"
8960145845bffff,12.987672307172295,77.5376342907542,"1st Main Road, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
89601458463ffff,12.985436372109081,77.5269362623105,"Magadi Main Road, Kempaiah Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
89601458467ffff,12.98525591325208,77.52425270651302,"Magadi Main Road, Vinayaka Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
89601458473ffff,12.98375363787812,77.52912563365807,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
89601458477ffff,12.984391585586797,77.526221185,"2nd Main Road, Industrial Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
89601458483ffff,12.9710482384,77.53686187759999,"17th Cross Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
8960145848bffff,12.974832400000002,77.53609829999999,"22nd Cross Road, Gangadhara Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
89601458493ffff,12.968831515901872,77.53698052327586,"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
89601458497ffff,12.967736758014984,77.53594023499491,"17th Cross Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
8960145849bffff,12.972556655847686,77.53796540887652,"17th Cross Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
896014584a3ffff,12.971952100000001,77.52740035,"VKRV Rao Road, Priyadarshini Layout, Mudalapalya, Bengaluru, Karnataka. Pin-560072 (India)"
896014584c3ffff,12.979188533333334,77.54027090666666,"G Narayana Kumar Road, Bilagula, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)"
896014584c7ffff,12.976487899999999,77.5365536,"2nd Cross Road, Thimmenahalli, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
896014584cfffff,12.980404650566014,77.53738702176621,"G Narayana Kumar Road, Birla Tisya, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)"
896014584d3ffff,12.975814746153846,77.54216195384615,"8th Cross Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
896014584d7ffff,12.973849266666667,77.53909370000001,"7th Main Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
896014584dbffff,12.978500272230328,77.54285772143396,"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
89601458503ffff,12.97039398,77.51100923999999,"3rd Main Road, Block 11, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458507ffff,12.971444367741936,77.50751578817204,"Kengeri Main Road, Block 11, Marilingappa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
8960145850bffff,12.974483755555555,77.50973710555556,"Kengeri Main Road, Bayamma Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)"
8960145850fffff,12.973316540243903,77.50857529634146,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458513ffff,12.96871,77.5124017,"Dr Rajkumar Puniya Bhoomi Road, Block 10, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458517ffff,12.968573026666666,77.51014966,"3rd Main Road, Block 11, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
8960145851bffff,12.97286931851852,77.51222424814814,"6th Main Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458527ffff,12.969740083333335,77.49820763333334,"60 Feet Road, Sri Maregowda Circle, Gidadakonenahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458537ffff,12.968009842857143,77.50185572857143,"60 Feet Road, Yashawini Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458547ffff,12.978992375,77.511328875,"3rd A Cross Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
8960145854fffff,12.980237566666666,77.51124996666665,"3rd A Cross Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458553ffff,12.97754785,77.51628972500001,"60 Feet Road, LRK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458557ffff,12.974960611111111,77.51342553333333,"4th A Cross Road, Block 7, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
8960145855bffff,12.980443683333334,77.51713883333333,"Malagala Main Road, Ramakrishna Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458573ffff,12.9767067,77.5100283,"Kengeri Main Road, Munipapaiah Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
8960145857bffff,12.979805508695652,77.5106104347826,"Sri Annapoorneshwari Temple Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458583ffff,12.9636591,77.5127731,"1st Main Road, Malai Mahadeshwara Layout, Block 9, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458587ffff,12.96119338169014,77.51144589788733,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458593ffff,12.960034,77.5166203,Unknown
89601458597ffff,12.960862080666665,77.51234620199999,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
896014585a3ffff,12.964474333333333,77.50484203333333,"6th Main Road, Kengunta, Mallathahalli, Bengaluru, Karnataka. Pin-560056 (India)"
896014585abffff,12.96669906,77.50517864000001,"Kengeri Main Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
896014585afffff,12.96646494,77.50431771999999,"60 Feet Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
896014585b3ffff,12.961015615789472,77.50890953157895,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
896014585b7ffff,12.960441764999999,77.50512088,"Mallathahalli Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)"
896014585bbffff,12.965858157142858,77.5091606,"60 Feet Road, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
89601458603ffff,13.000688019557401,77.53583509322607,"Pipeline Road, Kurubarahalli Circle, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)"
89601458607ffff,13.000260081450238,77.53341428296194,"Pipeline Road, Karnataka Layout Stage 1, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)"
89601458623ffff,13.0004011,77.5261975,"1st Main Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
89601458627ffff,13.000024870930234,77.52516345465116,"1st Main Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
8960145862bffff,13.005046964285714,77.52821881904762,"17th Main Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
8960145862fffff,13.00298273116883,77.52602483246753,"Dr Rajkumar Puniya Bhoomi Road, Swatantra Yodhara Nagar, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
8960145863bffff,13.0024119,77.5312298,"7th Cross Road, RIECHS Layout, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)"
89601458643ffff,13.008860733333334,77.54014113333334,"Shreepuram Main Road, Stage 2, AGB Colony, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)"
8960145864fffff,13.010879375,77.537364175,"BESCOM Main Road, Corporation Bank Officers Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
89601458653ffff,13.006718,77.54351199999999,"4th Main Road, Sumukha, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)"
89601458657ffff,13.0059117,77.5411074,"14th Main Road, Sriram Nagar, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)"
8960145865bffff,13.008807798832684,77.54309951517509,"8th Main Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)"
89601458663ffff,13.0089486,77.53165522500001,"25th Main Road, Sakkamma Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
89601458667ffff,13.00773568,77.52786535999999,"10th Cross Road, Freedom Fighters Colony, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
8960145866bffff,13.0102033,77.532695,"5th Main Road, Jai Maruti Nagar Circle, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
8960145866fffff,13.011613565217392,77.52884723913044,"Dr Rajkumar Puniya Bhoomi Road, Kempamma Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
8960145867bffff,13.010709568181818,77.5357995909091,"Nandini Layout Club Road, APMC Government Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
89601458683ffff,12.993478694594595,77.53911756486487,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
89601458687ffff,12.991867973109244,77.53837125630251,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
8960145868bffff,12.998000114189189,77.54070180945946,"Dr Siddaiah Puranik Marg, Bhimajyothi LIC Colony, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
8960145868fffff,12.9969317,77.5380433,"1st F Cross Road, Hoysala Nagar, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
89601458693ffff,12.991861433333334,77.542914,"8th Main Road, Grih Lakshmi Layout, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
89601458697ffff,12.99080884181818,77.5381924490909,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
896014586afffff,12.9963525,77.5295409,"1st Main Road, Gruha Lakshmi Layout Stage 2, Kamala Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
896014586b3ffff,12.99237,77.53356,"8th Main Road, Shivakrupa, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
